URL,IP,LongURL,PreSuffix,SubDomain,@Symbol,TLDInPath,SuspiciousWords,PunctuationSymbols,DigitsInDomain,Entropy,KLDivergence,Phishy
https://optimalhealthhealingsupplements.com/confirm.shtml,0,1,0,0,0,1,0,0,0,2.6358001491859779,0.32046062770966766,0
https://www.clinicadentalvalrestonsalud.es/ffd/documentsharepdfEN/documentsharepdffile/,0,2,0,0,0,0,0,0,0,2.7958323879564349,0.18078529150514794,0
http://www.sunsetofmysunrise.com/docs/home.php?17,0,0,0,0,0,1,0,0,0,2.6500527048307094,0.41577131254366434,0
http://bit.ly/2pD2nLt,0,0,0,0,0,0,0,0,0,2.0317592185692712,1.0568418451616075,0
http://fountainequities.com/wordpress/,0,0,0,0,0,0,0,0,0,2.7071827042692127,0.29286493871492536,0
http://www.amiba.ma/administrator/help/en-GB/css/impot/0c2b2cadcc46eea8654d3c3a2bc63854,0,2,0,0,0,0,0,0,0,2.6928058810461941,0.35515145994631131,0
http://roundtablepizza.net/huak/dub/hung/index.html,0,0,0,0,0,1,0,0,0,2.7495338016352342,0.54259126978444794,0
http://akatelkom.ac.id/onedrive/,0,0,0,0,0,0,0,0,0,2.6015683031684986,0.39807823271394399,0
http://secure.services.quotesupp.com/,0,0,0,1,0,0,0,0,0,2.4162539418985833,0.69775861344553158,0
http://agenmurahgrosir.com/page/Bofa/,0,0,0,0,0,0,0,0,0,2.6557253867257553,0.37863774332802458,0
http://agenmurahgrosir.com/page/Bofa,0,0,0,0,0,0,0,0,0,2.6557253867257553,0.37863774332802458,0
http://safety-jobs.org/.www/page/verification/online/1/details.html,0,1,1,0,0,1,0,0,0,2.8750068173580607,0.15299886244552824,0
http://www.pennalanvpk.fi/report/newdropbox,0,0,0,0,0,0,0,0,0,2.6472082085598094,0.59004860482559396,0
http://bztoner.com/includes/free-conseil/freemobs/8bd627fa392903dfbc0bcc3f1e6bceed/,0,2,0,0,0,0,0,0,0,2.6558839898853366,0.47033157435198003,0
http://frontpagemixtapes.com/wp-admin/network/sess/9bf6a2b6e81bf2aae6a653cd7f9c8d81/,0,2,0,0,0,0,1,0,0,2.80201966513693,0.31317092968434229,0
http://www.frontpagemixtapes.com/wp-admin/network/sess/2716fa023ff60dff5e4208ab56654e67,0,2,0,0,0,0,1,0,0,2.7614332820283645,0.38204832000150596,0
http://bit.do/novobanco360,0,0,0,0,0,0,0,0,0,2.2451715894115161,0.7786955574490424,0
http://bztoner.com/includes/free-conseil/freemobs/531da09378eca34e804d2a67ab86af49/,0,2,0,0,0,0,0,0,0,2.7223238608625819,0.26325724909405851,0
http://bit.ly/2p88NRT,0,0,0,0,0,0,0,0,0,2.094729047527649,1.0237865027830668,0
http://bztoner.com/includes/free-conseil/freemobs/2d1da74a73e1c08d836662a010125efd,0,2,0,0,0,0,0,0,0,2.7159982515110208,0.27036049214789376,0
http://amtul.com/webdoc/f60d900c734c43fa62f614aac134dc0b/,0,1,0,0,0,0,0,0,0,2.4552088838006121,0.77215331407641363,0
http://bztoner.com/includes/free-conseil/freemobs/215477c744deee4e92706eb5210157c2/,0,2,0,0,0,0,0,0,0,2.5755849466336027,0.39898986052350655,0
http://amtul.com/webdoc/7ecd428ebaec70cc69b2e6f3782a0a2d/,0,1,0,0,0,0,0,0,0,2.4380363145493629,0.65570462331431945,0
http://korospart.hu/pessoa_fisica_maio10/atendimento_pessoa_fisica/atualizar/index1.php,0,2,0,0,0,1,0,0,0,2.7077418950884384,0.27818210110527564,0
http://bit.ly/2qpT4l3,0,0,0,0,0,0,0,0,0,1.9792045174343245,1.5192962006089581,0
http://bztoner.com/includes/free-conseil/freemobs/01dbd8d057a9dbc03ff9be006e94ca01/,0,2,0,0,0,0,0,0,0,2.7086468750209796,0.3767652291158422,0
http://renew-appleid-appservice-recovery-wmiid2017-billing152.case3000.pw/49596ba6916526cc89ce18392fcf3fa0/login.html?cgi-bin/WepObjecls/myid.wa/1/,0,2,1,0,0,1,0,0,1,2.8717764768392993,0.30165337977125817,0
http://amtul.com/webdoc/65bf005aa73fe0188e694a0cbef1b57a/,0,1,0,0,0,0,0,0,0,2.4720595349440266,0.65981722890585115,0
http://communion-on-the-tongue.org/sbcglobal/login.htm,0,1,1,0,0,1,0,0,0,2.600555315376893,0.40444591476441683,0
http://saigonparty.vn/css/fonts/francemandwn/,0,0,0,0,0,0,0,0,0,2.6834162652278333,0.30940607335024084,0
http://www.saigonparty.vn/css/fonts/francemandwn,0,0,0,0,0,0,0,0,0,2.6923109941417858,0.3662175976869988,0
http://www.hallwaystreetsigns.com/pdfs/home/18159b41cd90b35baffb600e4b9da0d4,0,2,0,0,0,0,0,0,0,2.8151950100950263,0.34560776157414991,0
http://jica-dephut.or.id/.https/sellercentral.amazon.com/ap/signin/f3311db7f11c9e13d53f2fadd6ec101e/auth.php?l=InboxLightaspxn._9&ProductID=F6FF1C-&fid=JOBDFXE497JOBDFXE455&fav=F91C0593BFD71E-UserID&userid=cmVzZXJ2aWVydW5nQGNpdHlob3RlbC1zY2hvZW5sZWJlci5kZQ0=&InboxLight.aspx?n=JOBDFXE497JOBDFXE455&Key=0be19c807630a393092b6fd54b73c70a,0,2,1,0,0,1,0,0,0,3.0868788642800498,0.23419627782634733,0
http://anphuriverview.com/index.html.php?id=cmVzZXJ2aWVydW5nQGNpdHlob3RlbC1zY2hvZW5sZWJlci5kZQ0=,0,2,0,0,0,1,0,0,0,3.0834084931203201,0.54545939673327515,0
http://www.raw-production.com/source/Document-Shared183/doc/,0,1,1,0,0,0,0,0,0,2.5966382449503076,0.42148566053701669,0
http://novobanconet3.jelastic.regruhosting.ru,0,0,0,1,0,0,0,0,1,2.7051314568059248,0.29649519300229299,0
http://www.allstarsguide.com/Accounte-Service/3e098eb74cd14e42b7720e29eb366ff7/customer_center/customer-IDPP00C918/myaccount/signin/?country.x=DE&amp;locale.x=en_DE,0,2,0,0,0,1,1,1,0,2.8530091768077637,0.20369461292632615,0
http://paypal-service-com-webpps-info.ipq.co/webapps/85af3/websrc,0,1,1,0,0,0,0,0,0,2.7388133098996486,0.53118486046576752,0
http://novobanconet2.jelastic.regruhosting.ru/,0,0,0,1,0,0,0,0,1,2.7051314568059248,0.29649519300229299,0
http://makingdigital.com.br/wp-includes/CentralClientes/index1.php,0,1,0,0,0,1,0,0,0,2.8213877571451982,0.23807166954471867,0
http://cliente04.novoportalb-b.com.br,0,0,1,1,0,0,0,0,1,2.5213488701151041,0.53099019959246685,0
http://cliente03.novoportalb-b.com.br,0,0,1,1,0,0,0,0,1,2.5213488701151041,0.53099019959246685,0
http://nb360.jelastic.regruhosting.ru/,0,0,0,1,0,0,0,0,1,2.6698804088065202,0.39743894790970946,0
http://cliente02.novoportalb-b.com.br/,0,0,1,1,0,0,0,0,1,2.5213488701151041,0.53099019959246685,0
http://selfstudy.com.br/blog/wp-content/plugins/Flashbox1.zip,0,1,0,0,0,1,0,0,0,2.9308397767658754,0.34652077835276407,0
http://parafazeracontecer.com.br/blog/microsoft.exe,0,0,0,0,0,1,0,0,0,2.683937825823103,0.44350073412595892,0
http://sabrimaq.com.br/doc.exe,0,0,0,0,0,1,0,0,0,2.653304872930927,0.66390723828715181,0
http://cliente05.novoportalb-b.com.br/?protocoloCliente=146.112.225.23,0,1,1,1,0,1,0,0,1,2.4509228429282679,0.500959687982098,0
http://www.abdollahi.us/choobdar/modules/mod_banner/view/,0,1,0,0,0,0,0,0,0,2.7945081380659267,0.27140684869705023,0
http://portalservicedigitaldeskoperat.myfreesites.net/,0,1,0,0,0,0,0,0,0,2.6703053332905387,0.19873490529276355,0
http://cliente01.novoportalb-b.com.br/?protocoloCliente=177.223.197.22,0,1,1,1,0,1,0,0,1,2.4509228429282679,0.500959687982098,0
http://pills12.personalweb.su,0,0,0,0,0,0,0,0,1,2.5155833933468266,0.51301459619342804,0
https://servicemsi.com/joomla16/upd4t3/service/information/Security~/login,0,1,0,0,0,0,0,0,0,2.8039891237771335,0.22328747680358715,0
https://websupport.paypal.com.services.update-limited-account.ga/webapps/82a9e/websrc,0,2,1,2,0,0,1,0,0,2.7794015309370077,0.29567454725842124,0
http://pills83.personalweb.su,0,0,0,0,0,0,0,0,1,2.5155833933468266,0.51301459619342804,0
http://pills36.personalweb.su,0,0,0,0,0,0,0,0,1,2.5155833933468266,0.51301459619342804,0
http://clientesantandergk.zapto.org/index-pf.php,0,0,0,0,0,1,0,0,0,2.7189210279633413,0.44186915735367904,0
http://www.imassm.com/website/home/include/?cliente=abuse@gmail.com,0,1,0,0,0,1,0,0,0,2.6920856161691478,0.32221144476118679,0
http://carolyneslick.com/yah/Yah/T/Y1.html,0,0,0,0,0,1,0,0,0,2.5780748647500413,0.47903101251036301,0
http://makingdigital.com.br/wp-includes/PainelCliente/index1.php,0,1,0,0,0,1,0,0,0,2.7849994821820689,0.28932793804667012,0
http://faridhosiery.com/new/yahoo/login_verify2&amp;.src=ym/mail.html,0,1,0,0,0,1,0,1,0,2.8197014378968261,0.22628234312806514,0
http://candrakaryaprint.com/Update-And-Verify-Your-Account/bin/8ef4c3bccbc07f8c6592b6d0e17e7622/Up-dating.php,0,2,0,0,0,1,0,0,0,2.7661143294558017,0.37412978004042147,0
http://www.quevenha2017.com/folha11/moscovit.zip,0,0,0,0,0,1,0,0,1,2.7870443901946387,0.55429670380479801,0
http://www.broadpower.info/4409-1107-1839-21882511/phish-cepheus.19e20/tindex11.html,0,2,0,0,0,1,0,0,0,2.7644904831394452,0.30435881151028321,0
http://www.europian.info/263-88-90-452/phish-cepheus.19e20/rindex7.html,0,1,0,0,0,1,0,0,0,2.7229690931454473,0.31615973345319487,0
http://www.mediationtraininggroup.com/Support/wwww.santander.cl/,0,1,0,0,0,1,0,0,0,2.6785415209097976,0.36946922270098836,0
http://email.bedandbreakfast.com,0,0,0,0,0,0,0,0,0,2.6922911526766296,0.32411441752853604,0
http://secure2.ubs.ch.cardcenter.webapptip.info/a2e158ff5aace331d05229a35b61c011/,0,2,0,2,0,0,0,0,1,2.6236606788718397,0.39768987941232692,0
http://secure2.ubs.ch.cardcenter.webapptip.info/,0,0,0,2,0,0,0,0,1,2.6459382836881558,0.37161177031743653,0
http://novobanconet3.jelastic.regruhosting.ru/,0,0,0,1,0,0,0,0,1,2.7051314568059248,0.29649519300229299,0
http://bit.ly/2pXD9dI,0,0,0,0,0,0,0,0,0,2.094729047527649,1.3606640326641739,0
https://al-securecenter.info/signln,0,0,1,0,0,0,0,0,0,2.5663576897986342,0.27052931973889877,0
http://www.peabody.com.ar/js/user/paglg/personas/index.php,0,1,0,1,0,1,0,0,0,2.8676615801321503,0.37619783814491664,0
https://pavpai.com-helpcaseid-limited-unlock-bin.com/,0,0,1,0,0,0,0,0,0,2.7272991135625118,0.36495569317220111,0
http://saldoinativofgts.com/contas/acesso/pages/inter/index.php,0,1,0,0,0,1,0,0,0,2.7017839421868404,0.25931751613493303,0
https://www.service-transactionswebapps-compaypalfr.tk/c5/s01/track/,0,1,1,0,0,0,0,0,0,2.7245874026774408,0.40369946464760936,0
http://www.vanphuccantho.vn/cli/xit/?cliente=abuse@casadaslatas.com,0,1,0,0,0,1,0,0,0,2.7118538647300037,0.35012278331889801,0
http://bit.ly/2qgyaVj?none=ide82736,0,0,0,0,0,0,0,0,0,2.6891781665181393,0.68946958491929045,0
http://bit.do/app-guardiao,0,0,0,0,0,0,0,0,0,2.2934125894853583,0.73972126302282548,0
http://recover-acct8431.esy.es/index.html,0,0,1,0,0,1,0,0,1,2.6415342108135746,0.35691004347864785,0
http://huu.nihilz.date/wtfylovzj/bfmgkfz19582yhutvzw/gZCxVtN6ceebIrNdX7AEkndantseehP6LUWsLu6NLzQ/RDixB_808rMO4SxPnNtmiyTby8rb5T3kMszuD64S1Qr2VVy7meK8Tpp5ikQFEUTx98m3PjqhamH2jDLpJ9TGKRIZe9AvPuTuqx8MjZ_8LNkM_zV35d8-T6d-uIquo1vQ,0,2,0,0,0,0,0,0,0,3.1587972696879096,0.72794832826464284,0
http://huu.nihilz.date/Izcet/iza19583btizkq/IbpZWmdMZYQ3RHcfDvwXo6SJev_2U13Yh2XLe5-oUWI/U0FpElFC8da9bscr7nHKHw66JUE09ElhXUUROjJ37sGsNtQ0n1ZI--vYcwP1L_nYhexJEhm_6gBdp9qsy891Vf49yFe3xQYpIlrfMw3t4hKsIqRNuJFIaMHcgSVmAx_BZY0xFPw1XU9jG2dDUSXpaA,0,2,0,0,0,0,0,0,0,3.1653547243418703,0.48531542740119715,0
http://huu.nihilz.date/polrtbeyy/ihhrz19585vdreyuig/-D5daxpC4j6vf9x3-vWGxnNiRiGLMXRBfaZ3-pD20wk/oz49nY61ccDXjJyC5Dn_uuB2UiIroWOwVdm_oKr9DWMokCWrusGit9HB2e022ro8YVreaWG7sljqBCn5rPTwl-nvorQzykdt-ii64_6J7LvPl9vwhfzbIYMPoW_F2feXyMBSAxh60pvPV738jLtkGw,0,2,0,0,0,0,0,0,0,3.1223422620368235,0.47717767001390382,0
http://recovery-your-acct-chekpoin-402.esy.es/recovery/index.html,0,1,1,0,0,1,0,0,1,2.7201679561717027,0.3469755226991163,0
http://secure.paypal.becomeamillionaire.in/signin/,0,0,0,1,0,0,1,0,0,2.6710614953017977,0.24843635193882316,0
http://huu.nihilz.date/Insseodzalw/vubkcrqe19580rgdy/zikkC44FvONHMtBjf6adAxB4ohlewhy7lvvjJjuECc8/NmGJA6DQ-JzagrdFYgwgr217A8doe37IsSauWTwxC3dnp0lrRrdIYq67AVtcpuajlF3oZLP7dkJQLf17diu_VmCyupmSjWOjn5OplCwn-Kk,0,2,0,0,0,0,0,0,0,3.1644571018247678,0.53654080465151799,0
http://huu.nihilz.date/pqbfm/zvjjqxxc19574klvtooj/PVeCUYfxfM-X3sp72IZS7F5-FGRxBy_qgjtSyfPFVnI/zVWC7UhOdMFL9YIMy5HSPg8qyswxYJXN8F0E4wjb3jRSMOVYHpauA3x_VrtA54KDJUYohHIhM2OuXmXOpMhXaK7-Bs_0qHEC76JQxf4vvQqQQj9sPdywN96GPibZfIHd,0,2,0,0,0,0,0,0,0,3.1258339677162605,1.0134563884684167,0
http://huu.nihilz.date/hsfalxcid/omlj19584zvund/PVeCUYfxfM-X3sp72IZS7F5-FGRxBy_qgjtSyfPFVnI/zVWC7UhOdMFL9YIMy5HSPg8qyswxYJXN8F0E4wjb3jRSMOVYHpauA3x_VrtA54KDJUYohHIhM2OuXmXOpMhXaK7-Bs_0qHEC76JQxf4vvQqQQj9sPdywN96GPibZfIHd,0,2,0,0,0,0,0,0,0,3.1466314116235088,0.78318515271669364,0
https://snott.net/send/sen/money365.php/,0,0,0,0,0,1,0,0,0,2.1445916672629095,0.65324371860009267,0
https://dmcpg.000webhostapp.com/,0,0,0,0,0,0,0,0,1,2.4497339500124822,0.75939877143708368,0
https://mshhengg91.wixsite.com/gttt,0,0,0,0,0,0,0,0,1,2.377431292050959,0.68680302386166747,0
http://u.to/PW-oDw,0,0,0,0,0,0,0,0,0,1.8343719702816237,1.1345400055870791,0
http://www.glebecoins.net/mon,0,0,0,0,0,0,0,0,0,2.5020315278797058,0.50240024936734951,0
https://dhiyaselectric.co.id/o%20-%20Copy.html,0,0,0,0,0,1,0,0,0,2.5615262020588165,0.39553338038246777,0
http://bit.ly/2oXbqtJ,0,0,0,0,0,0,0,0,0,2.2459520807289133,1.5679951282633131,0
http://activation-locked-help17.16mb.com/help-fb/fb.mobile/index.php,0,1,1,0,0,1,0,0,1,2.7258982804163532,0.48617390512993447,0
http://compracielo.online/,0,0,0,0,0,0,0,0,0,2.4254797046832532,0.46903011522894056,0
http://webapps-verification-amncx.com/webapps/df786/websrc?cmd=_login-submit&amp;dispatch=5aa43d44ab9f70bd514208dcadb99592f6710592f608cf89a16827409695b626cea132d4,0,2,1,0,0,0,1,1,0,2.810993634361302,0.40797591630929358,0
http://lescompagnonsdutoitdechaume.fr/girls/dotloop/confidential/,0,1,0,0,0,0,0,0,0,2.7518419921873569,0.17931375831967727,0
http://lescompagnonsdutoitdechaume.fr/girls/dotloop/confidential,0,1,0,0,0,0,0,0,0,2.7518419921873569,0.17931375831967727,0
https://iasrv.maha-media.com/12/,0,0,1,0,0,0,0,0,0,2.4371246463145226,0.51596791659062657,0
http://korospart.hu/pessoa_fisica_maio01/atendimento_pessoa_fisica/atualizar/index1.php,0,2,0,0,0,1,0,0,0,2.7077418950884384,0.27818210110527564,0
https://appleid.apple.com-carrier.net/js/country/Verify.php,0,1,1,1,0,1,0,0,0,2.7573217530549723,0.36403754760307516,0
http://env-0305408.jelastic.regruhosting.ru/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,0,2,1,1,0,1,0,0,1,2.8653279976208541,0.13773436276104578,0
https://appleid.apple.com-carrier.net/js/country/Finish.php,0,1,1,1,0,1,0,0,0,2.7242457218752478,0.34688474104374967,0
http://158.69.67.40/UNBDOW/UAUT/confirmer.html?gh4d3bdOsiuj5jarHDdBl0bEP6djBVy_wP1hWJ6XgZDh7nem5Rp9bv2mHJ0HY5ZaZV6xWExjsS/particuliers.secure.lcl.fr/outil/UAUT?from=/outil/UWHO/Accueil/kdjjBVy_wP1hWJ6XgZDh7nem5Rp9bv2mH,1,2,0,1,0,1,1,0,1,3.1111074151053324,0.44206784317743653,0
http://www.hallwaystreetsigns.com/pdfs/home/1baec2b40858a848369b35612c8fb982/,0,2,0,0,0,0,0,0,0,2.8113759572611494,0.32428409215850296,0
http://etisalat.ae.fourteenstars.pk/login.php,0,0,0,1,0,1,0,0,0,2.5568721780082599,0.33068043264991753,0
http://www.sunsetofmysunrise.com/docs/home.php,0,0,0,0,0,1,0,0,0,2.6500527048307094,0.41577131254366434,0
http://frontlinepackers.in/db/view/download.html,0,0,0,0,0,1,0,0,0,2.8263541784994306,0.19393711574190636,0
http://dobrymotor.pl/hndsyun7362/adobe.pdf/adobe.php?email=abuse@spam.com,0,1,0,0,0,1,0,0,0,2.7566015569471349,0.34607635489241956,0
http://www.sunsetofmysunrise.com/docs/,0,0,0,0,0,0,0,0,0,2.631852624943761,0.41646065857818065,0
http://www.unitedkingdomimmigrationservices.org/jj_jp/ab915942e58c760ebd16ed102c0a54e2,0,2,0,0,0,0,0,0,0,2.8658964997686041,0.37468741209485112,0
http://www.fintravels.com/images/eim.htm,0,0,0,0,0,1,0,0,0,2.6802125099768581,0.35947196295057032,0
http://spmgames.com.my/wp-content/plugins/HDGHD123/discov/09b69783c01c59238f5635dea833139c/,0,2,0,0,0,0,0,0,0,2.8211272903105025,0.35153858093179668,0
http://www.ilpalombarocasavacanze.it/palombaro/profiles/minimal/translations/wellsfargo.html,0,2,0,0,0,1,0,0,0,2.7359985250670076,0.30582755737446038,0
http://www.e-faturamatigim.net/,0,0,1,0,0,0,0,0,0,2.3948143979504941,0.58000306403627466,0
http://e-faturamatigim.net/,0,0,1,0,0,0,0,0,0,2.3063362705074946,0.5407542981553547,0
http://aprocsc.com.br/plugins/parallax/navy-federal-auth-path-online/full.php,0,2,0,0,0,1,0,0,0,2.8193059209072739,0.30633572939966686,0
http://aprocsc.com.br/plugins/parallax/navy-federal-auth-path-online/que.php,0,2,0,0,0,1,0,0,0,2.8579395546959465,0.29731092810593684,0
http://sauriobee.com/maillog/docaccess/source/,0,0,0,0,0,0,0,0,0,2.6165772900941802,0.34333038977137709,0
http://transxxx.ru/media/media/www.dropbox.com/view.htm,0,1,0,0,0,1,0,0,0,2.7676369135504428,0.58263478259726709,0
http://x.co/dropboxgah,0,0,0,0,0,0,0,0,0,2.3131536787336344,1.1635470996571258,0
http://pankhgarments.com/exchange/ipad/,0,0,0,0,0,0,0,0,0,2.6475095009915739,0.4673469142555054,0
http://pankhgarments.com/exchange/ipad,0,0,0,0,0,0,0,0,0,2.6475095009915739,0.4673469142555054,0
http://www.frontpagemixtapes.com/wp-admin/network/sess/2716fa023ff60dff5e4208ab56654e67/,0,2,0,0,0,0,1,0,0,2.7614332820283645,0.38204832000150596,0
http://demo30.hostingcentre.in/nilk/Validation/login.php?cmd=login_submit&id=70b4f2bafbb242184b87e261b2cfe6a170b4f2bafbb242184b87e261b2cfe6a1&session=70b4f2bafbb242184b87e261b2cfe6a170b4f2bafbb242184b87e261b2cfe6a1,0,2,0,0,0,1,1,0,1,2.6640763093857744,0.54738959016490552,0
http://ow.ly/UFOL30bmatz,0,0,0,0,0,0,0,0,0,2.488327743368588,1.0094901410317494,0
https://www.grc-antilles.com/newsite/plugins/sessao/,0,0,1,0,0,0,0,0,0,2.6168151949395986,0.34602434232718071,0
http://botecodomarianobit.com/,0,0,0,0,0,0,0,0,0,2.3979222723782203,0.52957465291782913,0
http://supporto-informatici.info/cartasi.html,0,0,1,0,0,1,0,0,0,2.5178966706013668,0.40460416225128742,0
http://177.70.99.174/NF/Detalhado23c.php,1,0,0,1,0,1,0,0,1,2.2640492601665603,0.7262799369481524,0
http://supporto-digitale.info/cartasi.html,0,0,1,0,0,1,0,0,0,2.6488217099939728,0.25828049229102668,0
http://sincansaraydugunsalonu.com/admin/Yahoo/Yahoo/image.htm,0,1,0,0,0,1,0,0,0,2.6347057224818733,0.28424022841503499,0
http://www.submarinodescontossicoobdiadasmaes.com/product/D6F5CC3F/iphone-6s-64gb-prata-desbloqueado-ios-9-4g-12mp-apple/,0,2,0,0,0,0,0,0,0,2.8401616417675188,0.23371820363265275,0
http://tinyurl.com/kbtetvp,0,0,0,0,0,0,0,0,0,2.5953089175667374,0.60247945580553586,0
http://www.netflix.com/PrivacyPolicy?pkey=BQAbAAEBEJ+Va6JGniheeGgr37MTTEKAgP1kenf5YiODjsvWc5FGud6x+IOauRGRq1gvCVd0BO3blz/MNjkdrgryXqIObIwaLaVDVWEE9rrMkvERFIhuA42wCTw75/TqRcqqaiFne7dHs/HbpSTGemLWpMOZcP7Xm4d7jxH/y+uVbDTUetvNdNYrmF9SgmVg76fFeTE7NudW&lnktrk=EMP&g=C8FF4C1760F92116BD6978BFA60898450AC07179&lkid=privacy_footer,0,2,0,0,0,0,0,0,0,3.1760966250496563,0.42553673701617223,0
http://nativewarriors.co/wp-includes/ID3/a/cpsess0235254743/webapps/a9026/websrc,0,2,0,0,0,0,0,0,0,2.6543936939261745,0.3822433946087852,0
http://tech.src-m.ru/cgi-bin/verified.account/file/linkedin/index.php,0,1,1,0,0,1,0,0,0,2.8006445258687513,0.2806702822801625,0
http://nativewarriors.co/wp-includes/ID3/a/cpsess0235254743/,0,1,0,0,0,0,0,0,0,2.6574873529804277,0.30147610577171802,0
http://www.submarinodescontossicoobdiadasmaes.com/promotion/A2E38312/,0,1,0,0,0,0,0,0,0,2.6224652588764723,0.33806262207234783,0
http://www.submarinodescontossicoobdiadasmaes.com/,0,0,0,0,0,0,0,0,0,2.6255488304045822,0.35305893389753307,0
