URL,Positive,Total
http://bcol.barclaycard.co.uk.ecom.as2.initiallogon.do.x.49.y.35tc.qxbca23302.australianuniversity.com.au/cloudit/f410ac28c8c68f5c8a37811aad1ec985/myBrky.html#http://www.barclays.co.uk/cs/Satellite?c=Info_C&amp;pagename=BarclaysOnline/BOPopUp&amp;cid=1242617571817,5,64
http://www.compracielo.online/,4,64
http://soonwing.com.my/wp-content/plugins/bb/0b7b29a734a1d5a15cb0287d7cd5605e/confirm.php,3,63
https://optimalhealthhealingsupplements.com/confirm.shtml,5,63
https://www.clinicadentalvalrestonsalud.es/ffd/documentsharepdfEN/documentsharepdffile/,9,64
http://www.sunsetofmysunrise.com/docs/home.php?17,10,64
http://bit.ly/2pD2nLt,5,64
http://fountainequities.com/wordpress/,5,64
http://www.amiba.ma/administrator/help/en-GB/css/impot/0c2b2cadcc46eea8654d3c3a2bc63854,9,65
http://roundtablepizza.net/huak/dub/hung/index.html,7,64
http://downloadinvideo.in/download.php?vid=ATPfdEOoJPk&amp;,N/A,N/A
http://akatelkom.ac.id/onedrive/,5,64
http://secure.services.quotesupp.com/,5,64
http://agenmurahgrosir.com/page/Bofa/,11,64
http://agenmurahgrosir.com/page/Bofa,7,64
http://safety-jobs.org/.www/page/verification/online/1/details.html,9,64
http://www.pennalanvpk.fi/report/newdropbox,8,65
http://bztoner.com/includes/free-conseil/freemobs/8bd627fa392903dfbc0bcc3f1e6bceed/,9,64
http://www.moshiri-wedding.com/paypaI/5cfed9a1a171df2ae1b7acd95281328a/?dispatch=fd2nEndONxogNUFICY4MfUy6yTgj3xKiKMGp9TeXqDdexTXaR2&amp;email=,N/A,N/A
http://www.moshiri-wedding.com/paypaI/5cfed9a1a171df2ae1b7acd95281328a?dispatch=fd2nEndONxogNUFICY4MfUy6yTgj3xKiKMGp9TeXqDdexTXaR2&amp;email=,N/A,N/A
http://frontpagemixtapes.com/wp-admin/network/sess/9bf6a2b6e81bf2aae6a653cd7f9c8d81/,15,64
http://www.frontpagemixtapes.com/wp-admin/network/sess/2716fa023ff60dff5e4208ab56654e67,14,65
http://bit.do/novobanco360,6,64
http://fontedevidaeterna.org.br/confirminfochaseonline.com/chase/068ea2664991840521bca6d98fbc5e13/email.php?cmd=login_submit&amp;id=26dbaceb81cc17843bf8981c879010b826dbaceb81cc17843bf8981c879010b8&amp;session=26dbaceb81cc17843bf8981c879010b826dbaceb81cc17843bf8981,N/A,N/A
http://fontedevidaeterna.org.br/confirminfochaseonline.com/chase/2e3c274c3324180ae58d2d8ae8e52ba0/email.php?cmd=login_submit&amp;id=2d4a24e9348415b0bb94137a321d1aee2d4a24e9348415b0bb94137a321d1aee&amp;session=2d4a24e9348415b0bb94137a321d1aee2d4a24e9348415b0bb9413,N/A,N/A
http://bztoner.com/includes/free-conseil/freemobs/531da09378eca34e804d2a67ab86af49/,9,64
http://bit.ly/2p88NRT,3,64
http://bztoner.com/includes/free-conseil/freemobs/2d1da74a73e1c08d836662a010125efd,10,65
http://amtul.com/webdoc/f60d900c734c43fa62f614aac134dc0b/,11,64
https://pmgmyanmar.com/wp-includes/js/jquery/1/53rd/Home/62i83dr26j/auth/fcc.php?LOB=49036&amp;reason=&amp;portal=&amp;dltoken=919349ea36d730e717a40bc8a96cb907,N/A,N/A
http://bztoner.com/includes/free-conseil/freemobs/215477c744deee4e92706eb5210157c2/,9,64
http://amtul.com/webdoc/7ecd428ebaec70cc69b2e6f3782a0a2d/,12,64
http://korospart.hu/pessoa_fisica_maio10/atendimento_pessoa_fisica/atualizar/index1.php,6,64
http://bit.ly/2qpT4l3,5,64
http://bztoner.com/includes/free-conseil/freemobs/01dbd8d057a9dbc03ff9be006e94ca01/,9,64
http://renew-appleid-appservice-recovery-wmiid2017-billing152.case3000.pw/49596ba6916526cc89ce18392fcf3fa0/login.html?cgi-bin/WepObjecls/myid.wa/1/,3,64
http://amtul.com/webdoc/65bf005aa73fe0188e694a0cbef1b57a/,12,64
http://communion-on-the-tongue.org/sbcglobal/login.htm,11,64
https://pmgmyanmar.com/wp-includes/js/jquery/1/53rd/Home/62i83dr26j/auth/fcc.php?dltoken=919349ea36d730e717a40bc8a96cb907&amp;LOB=49036&amp;portal=&amp;reason=,N/A,N/A
http://novobanconet.jelastic.regruhosting.ru,N/A,N/A
http://saigonparty.vn/css/fonts/francemandwn/,7,64
http://www.saigonparty.vn/css/fonts/francemandwn,5,65
http://w1.mozzi.com/ke/whatsapp-girls?offer=91&subID01=CD16279&subID02=33fe99f8-9784-5c13-99cd-bd12ecb3aba1&subID03=e2c4z2a474v2u2v2&amp;subid1=1493778176mb30180846519&amp;placement=2108,N/A,N/A
http://kuaptrk.com/mt/v244w244e4s2v20324w2t294y2/?&amp;subid1=1493778176mb30180846519&amp;placement=2108,N/A,N/A
http://www.hallwaystreetsigns.com/pdfs/home/18159b41cd90b35baffb600e4b9da0d4,12,65
http://jica-dephut.or.id/.https/sellercentral.amazon.com/ap/signin/f3311db7f11c9e13d53f2fadd6ec101e/auth.php?l=InboxLightaspxn._9&ProductID=F6FF1C-&fid=JOBDFXE497JOBDFXE455&fav=F91C0593BFD71E-UserID&userid=cmVzZXJ2aWVydW5nQGNpdHlob3RlbC1zY2hvZW5sZWJlci5kZQ0=&InboxLight.aspx?n=JOBDFXE497JOBDFXE455&Key=0be19c807630a393092b6fd54b73c70a,7,64
http://anphuriverview.com/index.html.php?id=cmVzZXJ2aWVydW5nQGNpdHlob3RlbC1zY2hvZW5sZWJlci5kZQ0=,1,64
https://go5.mobrain.xyz/799418e??sid=111061705033120337356&amp;p=mhz4gZeyTMOYEgw2gTtwn0_5694,N/A,N/A
http://www.raw-production.com/source/Document-Shared183/doc/,11,64
http://novobanconet3.jelastic.regruhosting.ru,4,64
http://www.allstarsguide.com/Accounte-Service/3e098eb74cd14e42b7720e29eb366ff7/customer_center/customer-IDPP00C918/myaccount/signin/?country.x=DE&amp;locale.x=en_DE,0,0
http://paypal-service-com-webpps-info.ipq.co/webapps/85af3/websrc,0,0
http://novobanconet2.jelastic.regruhosting.ru/,4,64
http://makingdigital.com.br/wp-includes/CentralClientes/index1.php,8,64
http://cliente04.novoportalb-b.com.br,7,64
http://cliente03.novoportalb-b.com.br,0,0
http://nb360.jelastic.regruhosting.ru/,4,64
http://cliente02.novoportalb-b.com.br/,0,0
http://selfstudy.com.br/blog/wp-content/plugins/Flashbox1.zip,7,65
http://parafazeracontecer.com.br/blog/microsoft.exe,5,64
http://sabrimaq.com.br/doc.exe,9,64
http://cliente05.novoportalb-b.com.br/?protocoloCliente=146.112.225.23,4,64
http://www.abdollahi.us/choobdar/modules/mod_banner/view/,6,64
http://portalservicedigitaldeskoperat.myfreesites.net/,7,64
http://cliente01.novoportalb-b.com.br/?protocoloCliente=177.223.197.22,4,64
http://pills121.personalweb.su,N/A,N/A
http://pills12.personalweb.su,0,64
https://servicemsi.com/joomla16/upd4t3/service/information/Security~/login,0,0
https://websupport.paypal.com.services.update-limited-account.ga/webapps/82a9e/websrc,1,64
http://pills83.personalweb.su,1,64
http://pills36.personalweb.su,0,64
http://clientesantandergk.zapto.org/index-pf.php,4,64
http://www.imassm.com/website/home/include/?cliente=abuse@gmail.com,0,64
http://carolyneslick.com/yah/Yah/T/Y1.html,10,64
http://makingdigital.com.br/wp-includes/PainelCliente/index1.php,4,64
http://faridhosiery.com/new/yahoo/login_verify2&amp;.src=ym/mail.html,7,64
http://candrakaryaprint.com/Update-And-Verify-Your-Account/bin/8ef4c3bccbc07f8c6592b6d0e17e7622/Up-dating.php,5,64
http://www.quevenha2017.com/folha11/moscovit.zip,6,64
http://www.broadpower.info/4409-1107-1839-21882511/phish-cepheus.19e20/tindex11.html,1,64
http://www.europian.info/263-88-90-452/phish-cepheus.19e20/rindex7.html,1,64
http://www.mediationtraininggroup.com/Support/wwww.santander.cl/,1,64
http://email.bedandbreakfast.com,0,64
http://secure2.ubs.ch.cardcenter.webapptip.info/a2e158ff5aace331d05229a35b61c011/,4,64
http://secure2.ubs.ch.cardcenter.webapptip.info/,2,64
http://novobanconet3.jelastic.regruhosting.ru/,4,64
http://bit.ly/2pXD9dI,4,64
https://al-securecenter.info/signln,4,64
http://www.peabody.com.ar/js/user/paglg/personas/index.php,4,64
http://www.caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.ct56372.tmweb.ru/oferta.cliente,N/A,N/A
https://pavpai.com-helpcaseid-limited-unlock-bin.com/,4,64
http://saldoinativofgts.com/contas/acesso/pages/inter/index.php,6,64
http://www.vanphuccantho.vn/cli/xit/?cliente=abuse@caruanafinanceira.com.br,N/A,N/A
https://www.service-transactionswebapps-compaypalfr.tk/c5/s01/track/,1,64
http://www.pluchinotta.gov.it:8291/-/?uid=abuse@globo.com,2,64
http://www.vanphuccantho.vn/cli/xit/?cliente=abuse@casadaslatas.com,0,64
http://bit.ly/2qgyaVj?none=ide82736,0,64
http://bit.do/app-guardiao,5,64
http://recover-acct8431.esy.es/index.html,12,64
http://huu.nihilz.date/wtfylovzj/bfmgkfz19582yhutvzw/gZCxVtN6ceebIrNdX7AEkndantseehP6LUWsLu6NLzQ/RDixB_808rMO4SxPnNtmiyTby8rb5T3kMszuD64S1Qr2VVy7meK8Tpp5ikQFEUTx98m3PjqhamH2jDLpJ9TGKRIZe9AvPuTuqx8MjZ_8LNkM_zV35d8-T6d-uIquo1vQ,0,64
http://huu.nihilz.date/Izcet/iza19583btizkq/IbpZWmdMZYQ3RHcfDvwXo6SJev_2U13Yh2XLe5-oUWI/U0FpElFC8da9bscr7nHKHw66JUE09ElhXUUROjJ37sGsNtQ0n1ZI--vYcwP1L_nYhexJEhm_6gBdp9qsy891Vf49yFe3xQYpIlrfMw3t4hKsIqRNuJFIaMHcgSVmAx_BZY0xFPw1XU9jG2dDUSXpaA,0,64
http://huu.nihilz.date/polrtbeyy/ihhrz19585vdreyuig/-D5daxpC4j6vf9x3-vWGxnNiRiGLMXRBfaZ3-pD20wk/oz49nY61ccDXjJyC5Dn_uuB2UiIroWOwVdm_oKr9DWMokCWrusGit9HB2e022ro8YVreaWG7sljqBCn5rPTwl-nvorQzykdt-ii64_6J7LvPl9vwhfzbIYMPoW_F2feXyMBSAxh60pvPV738jLtkGw,0,64
http://recovery-your-acct-chekpoin-402.esy.es/recovery/index.html,10,64
http://secure.paypal.becomeamillionaire.in/signin/,3,64
http://huu.nihilz.date/Insseodzalw/vubkcrqe19580rgdy/zikkC44FvONHMtBjf6adAxB4ohlewhy7lvvjJjuECc8/NmGJA6DQ-JzagrdFYgwgr217A8doe37IsSauWTwxC3dnp0lrRrdIYq67AVtcpuajlF3oZLP7dkJQLf17diu_VmCyupmSjWOjn5OplCwn-Kk,1,64
http://huu.nihilz.date/pqbfm/zvjjqxxc19574klvtooj/PVeCUYfxfM-X3sp72IZS7F5-FGRxBy_qgjtSyfPFVnI/zVWC7UhOdMFL9YIMy5HSPg8qyswxYJXN8F0E4wjb3jRSMOVYHpauA3x_VrtA54KDJUYohHIhM2OuXmXOpMhXaK7-Bs_0qHEC76JQxf4vvQqQQj9sPdywN96GPibZfIHd,1,64
http://huu.nihilz.date/hsfalxcid/omlj19584zvund/PVeCUYfxfM-X3sp72IZS7F5-FGRxBy_qgjtSyfPFVnI/zVWC7UhOdMFL9YIMy5HSPg8qyswxYJXN8F0E4wjb3jRSMOVYHpauA3x_VrtA54KDJUYohHIhM2OuXmXOpMhXaK7-Bs_0qHEC76JQxf4vvQqQQj9sPdywN96GPibZfIHd,1,64
https://snott.net/send/sen/money365.php/,1,64
https://dmcpg.000webhostapp.com/,7,64
https://mshhengg91.wixsite.com/gttt,1,64
http://u.to/PW-oDw,5,64
http://www.glebecoins.net/mon,5,64
https://dhiyaselectric.co.id/o%20-%20Copy.html,11,64
http://bit.ly/2oXbqtJ,6,64
http://activation-locked-help17.16mb.com/help-fb/fb.mobile/index.php,6,64
http://compracielo.online/,10,64
http://webapps-verification-amncx.com/webapps/df786/websrc?cmd=_login-submit&amp;dispatch=5aa43d44ab9f70bd514208dcadb99592f6710592f608cf89a16827409695b626cea132d4,4,64
http://lescompagnonsdutoitdechaume.fr/girls/dotloop/confidential/,0,64
http://lescompagnonsdutoitdechaume.fr/girls/dotloop/confidential,0,64
https://iasrv.maha-media.com/12/,1,64
http://korospart.hu/pessoa_fisica_maio01/atendimento_pessoa_fisica/atualizar/index1.php,5,64
https://appleid.apple.com-carrier.net/js/country/Verify.php,5,64
http://env-0305408.jelastic.regruhosting.ru/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,6,64
https://appleid.apple.com-carrier.net/js/country/Finish.php,5,64
http://158.69.67.40/UNBDOW/UAUT/confirmer.html?gh4d3bdOsiuj5jarHDdBl0bEP6djBVy_wP1hWJ6XgZDh7nem5Rp9bv2mHJ0HY5ZaZV6xWExjsS/particuliers.secure.lcl.fr/outil/UAUT?from=/outil/UWHO/Accueil/kdjjBVy_wP1hWJ6XgZDh7nem5Rp9bv2mH,2,64
http://www.hallwaystreetsigns.com/pdfs/home/1baec2b40858a848369b35612c8fb982/,12,64
http://www.hallwaystreetsigns.com/pdfs/home/1baec2b40858a848369b35612c8fb982/,12,64
http://etisalat.ae.fourteenstars.pk/login.php,9,65
http://www.sunsetofmysunrise.com/docs/home.php,5,65
http://www.adds-info.tech/adss/Payment-update-01.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,N/A,N/A
http://www.adds-info.tech/adss/Payment-update-0.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,N/A,N/A
http://www.adds-info.tech/adss/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,N/A,N/A
http://frontlinepackers.in/db/view/download.html,3,64
http://dobrymotor.pl/hndsyun7362/adobe.pdf/adobe.php?email=abuse@spam.com,7,64
http://www.sunsetofmysunrise.com/docs/home.php?17,10,64
http://www.sunsetofmysunrise.com/docs/home.php?17,10,64
http://www.sunsetofmysunrise.com/docs/,5,64
http://www.unitedkingdomimmigrationservices.org/jj_jp/ab915942e58c760ebd16ed102c0a54e2,11,65
http://www.fintravels.com/images/eim.htm,7,64
http://spmgames.com.my/wp-content/plugins/HDGHD123/discov/09b69783c01c59238f5635dea833139c/,4,64
http://www.ilpalombarocasavacanze.it/palombaro/profiles/minimal/translations/wellsfargo.html,11,65
http://www.e-faturamatigim.net/,8,64
http://e-faturamatigim.net/,8,64
https://horizonti.ge/to-recover.checkbills-to-recover.checkbills-webid021355/to-recover.checkbills-webid021355/to-recover.checkbills/webapps/B6b8caad7/signin/?cmd=_flow&amp;SESSIO=TR0ARZo5EF6yOEy0k8vdxlIhqVldR6Mq873DB5vx8gf3Xxa7qIDvBrvjW&amp;dispatch=5be24c58e84ff88c69bac02f5706a53c,N/A,N/A
http://aprocsc.com.br/plugins/parallax/navy-federal-auth-path-online/full.php,5,63
http://aprocsc.com.br/plugins/parallax/navy-federal-auth-path-online/que.php,5,63
http://sauriobee.com/maillog/docaccess/source/,7,64
http://translationchinese.de/admin/TmpNeE16Y3lNREkwTXpFPQ==/?login=deborah.ellen@example.com&amp;.verify?service=mail/?&amp;rand.UTRNakUyTkRRPQ=,N/A,N/A
http://transxxx.ru/media/media/www.dropbox.com/view.htm,11,64
http://x.co/dropboxgah,4,64
http://pankhgarments.com/exchange/ipad/,11,64
http://pankhgarments.com/exchange/ipad,4,64
http://www.frontpagemixtapes.com/wp-admin/network/sess/2716fa023ff60dff5e4208ab56654e67/,14,65
http://demo30.hostingcentre.in/nilk/Validation/login.php?cmd=login_submit&id=70b4f2bafbb242184b87e261b2cfe6a170b4f2bafbb242184b87e261b2cfe6a1&session=70b4f2bafbb242184b87e261b2cfe6a170b4f2bafbb242184b87e261b2cfe6a1,8,64
http://ow.ly/UFOL30bmatz,5,64
http://fabiogoleirooficial.com/fresh/BOA/home/info.php?cmd=login_submit&amp;id=c59087f908baf8ff9b6a2e117c231559c59087f908baf8ff9b6a2e117c231559&amp;session=c59087f908baf8ff9b6a2e117c231559c59087f908baf8ff9b6a2e117c231559,N/A,N/A
http://fabiogoleirooficial.com/fresh/BOA/home/confirm.php?cmd=login_submit&amp;id=a63f57cf7dd89932e3320162f4327a44a63f57cf7dd89932e3320162f4327a44&amp;session=a63f57cf7dd89932e3320162f4327a44a63f57cf7dd89932e3320162f4327a44,N/A,N/A
https://www.grc-antilles.com/newsite/plugins/sessao/,4,64
http://botecodomarianobit.com/,6,64
http://cellusconections.info/ule23575/watchts%3Fv%3DVI1awdJBldc/Qbqo-bQpoho/TFHY-J77vmw/index1.php,N/A,N/A
http://supporto-informatici.info/cartasi.html,11,64
http://177.70.99.174/NF/Detalhado23c.php,1,64
http://supporto-digitale.info/cartasi.html,3,64
http://sincansaraydugunsalonu.com/admin/Yahoo/Yahoo/image.htm,11,64
http://www.submarinodescontossicoobdiadasmaes.com/product/D6F5CC3F/iphone-6s-64gb-prata-desbloqueado-ios-9-4g-12mp-apple/,2,64
http://tinyurl.com/kbtetvp,7,64
https://help.netflix.com/legal/privacy?g=C8FF4C1760F92116BD6978BFA60898450AC07179&lkid=privacy_footer&pkey=BQAbAAEBEJ%20Va6JGniheeGgr37MTTEKAgP1kenf5YiODjsvWc5FGud6x%20IOauRGRq1gvCVd0BO3blz%2FMNjkdrgryXqIObIwaLaVDVWEE9rrMkvERFIhuA42wCTw75%2FTqRcqqaiFne7dHs%2FHbpSTGemLWpMOZcP7Xm4d7jxH%2Fy%20uVbDTUetvNdNYrmF9SgmVg76fFeTE7NudW&lnktrk=EMP,N/A,N/A
http://www.netflix.com/PrivacyPolicy?pkey=BQAbAAEBEJ+Va6JGniheeGgr37MTTEKAgP1kenf5YiODjsvWc5FGud6x+IOauRGRq1gvCVd0BO3blz/MNjkdrgryXqIObIwaLaVDVWEE9rrMkvERFIhuA42wCTw75/TqRcqqaiFne7dHs/HbpSTGemLWpMOZcP7Xm4d7jxH/y+uVbDTUetvNdNYrmF9SgmVg76fFeTE7NudW&lnktrk=EMP&g=C8FF4C1760F92116BD6978BFA60898450AC07179&lkid=privacy_footer,0,67
http://nativewarriors.co/wp-includes/ID3/a/cpsess0235254743/webapps/a9026/websrc,12,64
http://tech.src-m.ru/cgi-bin/verified.account/file/linkedin/index.php,4,64
http://nativewarriors.co/wp-includes/ID3/a/cpsess0235254743/,13,64
http://www.submarinodescontossicoobdiadasmaes.com/promotion/A2E38312/,2,64
http://www.submarinodescontossicoobdiadasmaes.com/,2,64
http://www.submarinodescontossicoobdiadasmaes.com/promotion/,2,64
http://cargo-hangnadim.com/surecers/Discover.com/index.htm,13,64
https://www.resolve-paypal.com--resolve.center/webapps/feae2/websrc,0,0
http://www.iqrarealestate.com/cgi.crn,7,64
http://submarinodescontossicoobdiadasmaes.com/promotion/,2,64
http://acusticanapoli.com/lib/ssl/logine/customer_center/customer-IDPP00C225/myaccount/signin/?country.x=&amp;locale.x=en_,7,64
http://www.vanphuccantho.vn/cli/xit/?cliente=abuse@pro5.com.br,N/A,N/A
http://www.radaradt.com/portal/libraries/gantry/images/iphone/esp/error.php,8,64
http://kenmetcalf.com/old/images/su.htm,0,64
http://www.radaradt.com/portal/libraries/gantry/images/iphone/js/home.php,7,64
http://www.radaradt.com/portal/libraries/gantry/facets/menu/themes/touch/esp/error.php,N/A,N/A
http://jica-dephut.or.id/.https/sellercentral.amazon.com/ap/signin/45c00756b4f5a39521e21514009a5e52/auth.php?l=InboxLightaspxn._6&ProductID=D0A949-&fid=GHCKICH568GHCKICH655&fav=C30222BAAB269E-UserID&userid=YWJ1c2VAZXhhbXBsZS5jb20=&InboxLight.aspx?n=GHCKICH568GHCKICH655&Key=47cd90433065dff24945810a3bad851a,6,64
http://jica-dephut.or.id/.https/sellercentral.amazon.com/ap/signin/index.php?wreply=YWJ1c2VAZXhhbXBsZS5jb20=,6,64
http://abgleich.online-kunden-verifizierung.pw/authentification/zRyUSaNIL7GEQ54mPoD8c3CFOt0pgl/step/1,3,64
http://submarinodescontossicoobdiadasmaes.com/promotion/FIB8A6DF/,2,64
http://jica-dephut.or.id/.https/sellercentral.amazon.com/ap/signin/12e66c19d5c20a31695b4ce72cc7a0f7/auth.php?l=InboxLightaspxn._15&ProductID=717C43-&fid=XICDBF574XICDBF799&fav=27F4C7AAD4F8FC-UserID&userid=YWJ1c2VAZXhhbXBsZS5jb20=&InboxLight.aspx?n=XICDBF574XICDBF799&Key=13d46c82a971ae09f4e2c30731f16fa8,6,64
http://anphuriverview.com/index.html.php?id=YWJ1c2VAZXhhbXBsZS5jb20=,5,64
http://www.primesole.info/4407-1106-1838-21882511/phish-cepheus.19e20/tindex7.html,1,64
http://produsenbajumurah.com/wp-content/bod/E2F-BIN/E2NCNR01.php,4,64
http://www.matchality.com/d6162338ed87308dd73a12bc65b4025426cd3f50-0-0-0/,1,65
http://dpis.sourcecomm.net/1c896a079694474768342064b307/C/?exorbitances=039,1,64
http://thomasmorall.co/amex/Validation/,13,64
http://www.marmaratemizlik.com/layouts/-/www.santandernetibe.com.br/,9,64
http://www.suportesantanderjuridico.ga/,5,64
http://www.mahmudahjualikan.id/cpu.php,6,64
http://bit.ly/2pEdRi2,4,64
https://support.office.com/en-us/article/Open-a-document-in-an-earlier-version-of-Word-45c4dd2f-bf7b-4a0d-9ff2-7b2ff6b733f0,0,65
http://alphahealthfocus.com/customers/customer-order-99EYP410-notification,1,64
http://pypal-com.16mb.com/webapps/70fe7/websrc,0,0
http://clientesantandermfp.zapto.org/index-pf.php,1,64
http://leegop.org/modules/aggregator/T/Y1.html,8,64
http://wayanad.net/xhW017TRfP646-z/,1,64
http://clientesantandermfp.zapto.org/,1,64
http://pvsdubai.com/us/log/USAA%20_%20Welcome%20to%20USAA.htm,12,64
https://hp152.hostpapa.com/~eltri629/account-paytopal-inc/verf/,3,64
http://asfsafsasafhjsasafsafsafjassa.blogspot.com/,8,64
http://course.naama.org.il/apple/index.php,4,64
http://paypal-resolved.secure-accountsupport.com/mpp/signin/ef22/websrc,4,64
https://ycwa.tw/Police/Update/,1,63
http://goldenstores.net/login-account/customer_center/customer-IDPP00C511/myaccount/signin/?country.x=US&amp;locale.x=en_US,0,0
http://tiendavivenatural.cl/cgi-sys/suspendedpage.cgi?email=abuse@montanarealestate.com,N/A,N/A
http://tiendavivenatural.cl/clash/autolink/autolinkauto/mailboxx/mailbox/?email=abuse@montanarealestate.com,N/A,N/A
http://celiadermont.com/llem/agreement_docs2/agreement_docs2/specialdocs/MicrosoftOneDrive_files/emailhrd.html,4,64
http://dmcifortisgarden.com/rnb_m3n4_d.php#vtrooyuuq?VH3o6eWvJ7z8PtXhTn23290659525095643360379,2,64
https://goo.gl/637Dby,2,64
http://bibliophile.free.fr/tax.php,4,64
http://formerlyknownasimpotence.me/index.php,1,64
http://adds-info.tech/adss/recovery-chekpoint-login.html,5,64
http://fintravels.com/images/eim.htm,9,64
http://emmanuelcoalitionforchange.com/temp/healthgov/othr.php,4,64
http://groenendael.ru/ho/outlook.office.com/384d332a909d021f8435d67aa19ba094/login.php,14,64
http://www.deutschfuraraber.com/2016/10/liebeworter.html,5,64
http://www.ingrove.com/wp-admin/css/package/,2,65
http://www.ingrove.com/wp-admin/css/package,2,65
http://agenmurahgrosir.com/page/wellsfargoo/index.html,4,64
http://bmbuilt.com.au/wp-includes/css/,5,64
http://bmbuilt.com.au/wp-includes/css,3,64
http://banklineitau.30horas-atualizar.com/sejambemvindos/?protocoloCliente=146.112.225.21,9,64
http://atualizar-obrigatoria-banklineitau.jl.serv.net.mx/seguro/,7,64
http://www.sunsetofmysunrise.com/docs/home.php?17,10,64
http://www.promosmilancamp.it/mjc/hwdvideos/thumbs/indo.php,14,65
http://bajubatiksolo.net/fm/,10,64
http://bajubatiksolo.net/fm,6,64
http://www.sunsetofmysunrise.com/docs/pbb/pagina-inicial.php,5,64
http://mirh.cl/min/1/70977546973/login.php,8,64
http://emmanuelcoalitionforchange.com/temp/healthgov/verification.php,11,64
http://etisalat.ae.fourteenstars.pk/login.php?cmd=login_submit&amp;id;=b2a9f1278322d8f94c2098b13adbeae6b2a9f1278322d8f94c2098b13adbeae6&amp;session;=b2a9f1278322d8f94c2098b13adbeae6b2a9f1278322d8f94c2098b13adbeae6,N/A,N/A
http://www.bztoner.com/includes/free-conseil/freemobs/f71f0db1f5e70796e41bc510078aecbf,8,65
http://hallwaystreetsigns.com/pdfs/home/bfbe060107cd442c604ff0a69cc8a940,13,65
http://www.bajubatiksolo.net/fm,5,65
http://groenendael.ru/off/outlook.office.com/8bedb669e9ae0b95fd9a20b99c0bbe0e/login.php,12,64
http://spmgames.com.my/wp-content/plugins/HDGHD123/discov/09b69783c01c59238f5635dea833139c/next.php?log=1&amp;Type=acctType=USERNAME=&amp;v_eurl=https://www.discovercard.com/discover/loginlogout/login,N/A,N/A
http://www.clinicadentalvalrestonsalud.es/ffd/documentsharepdfEN/documentsharepdffile,5,64
http://www.agurahk.com/dhl/tracking.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@corex.ws,N/A,N/A
